id,age,income,gender,purchase_amount,signup_date
448,39,49013.75,Female,13.48,2023-12-26
830,22,62266.49,Male,39.22,2023-10-15
651,33,74205.67,Male,63.97,2023-10-13
599,46,44770.22,Male,55.72,2023-01-14
545,22,50570.05,Female,91.39,2023-03-17
785,50,48331.61,Female,198.26,2023-05-31
306,65,56887.7,Male,256.0,2023-02-27
319,57,64074.26,Female,96.33,2023-06-05
761,28,41274.79,Female,12.16,2023-03-20
495,49,43215.41,Female,253.04,2023-01-18
266,43,386692.60000000003,Female,4.19,2023-08-25
111,28,57184.7,Male,,2023-11-14
694,36,45789.87,Female,39.89,2023-03-17
945,59,80843.11,Female,83.39,2023-11-17
528,38,41971.47,Male,3.03,2023-01-30
257,50,74982.12,Male,93.92,2023-11-29
261,46,40627.72,FEMALE,87.43,2023-04-30
635,30,86051.23,Male,38.46,2023-10-14
824,18,36522.98,Male,18.68,2023-03-11
430,24,53287.25,Female,98.25,2023-07-29
631,37,63051.02,Male,8.42,2023-10-11
381,52,73212.58,Female,59.0,2023-12-08
434,18,,Female,30.93,2023-07-27
735,23,39897.64,Female,158.0,2023-03-05
138,52,53358.26,Female,4.78,2023-09-25
358,25,46790.17,Male,79.68,2023-09-22
529,56,69760.91,Male,21.58,2023-09-24
222,19,28873.08,Male,12.79,2023-02-09
757,18,,male,101.21,2023-09-03
597,62,72511.4,Female,78.46,2023-09-30
560,52,43116.74,Female,12.46,2023-01-08
364,50,57386.77,Female,39.7,2023-06-04
526,43,,Male,61.36,2023-07-07
209,61,44585.51,Male,108.89,2023-08-14
412,59,67539.43,Female,17.58,2023-06-13
335,50,54005.75,Female,,2023-04-04
211,32,33784.05,Male,39.82,2023-10-05
351,39,,Female,69.77,2023-07-01
79,27,54346.62,Female,23.56,2023-07-26
30,42,49246.43,Male,54.62,2023-02-17
281,45,88401.27,Male,0.7,2023-07-06
586,25,67412.4,Female,25.95,2023-02-27
753,66,37944.88,Male,4.05,2023-10-25
781,53,58081.34,Female,213.76,2023-12-15
290,33,,Female,261.12,2023-11-04
166,40,49185.58,Female,64.75,2023-07-11
606,26,53581.84,Male,36.29,2023-04-10
875,54,41806.33,Female,34.35,2023-11-23
721,45,51834.46,Male,188.91,2023-05-07
66,53,46954.32,Female,109.42,2023-11-23
142,64,70181.3,Female,206.54,2023-12-16
276,56,52772.54,Female,37.37,2023-01-06
836,54,45421.63,Female,37.17,2023-03-16
656,69,31585.88,Female,234.7,2023-03-01
466,21,39621.38,Female,16.03,2023-12-06
671,60,40415.57,Female,15.85,2023-04-06
320,37,42259.33,Male,44.95,2023-07-08
399,59,87903.99,Male,19.89,2023-01-06
307,33,48947.51,Male,131.44,2023-11-24
308,20,25085.59,Male,1.67,2023-08-07
829,34,49624.6,Female,37.62,2023-01-09
334,53,27716.59,Female,106.41,2023-06-20
50,42,25077.2,Female,148.6,2023-10-15
826,65,49863.22,Female,225.08,2023-08-27
3,46,38654.74,FEMALE,49.29,2023-10-18
549,41,46139.35,Female,15.2,2023-04-21
353,47,,Male,10.09,2023-02-13
913,23,44520.18,Male,106.62,2023-08-13
952,29,41253.84,Female,21.46,2023-10-12
347,65,43697.2,Female,86.1,2023-06-29
412,59,67539.43,Female,17.58,2023-06-13
825,38,50422.72,Male,17.35,2023-04-26
582,52,23904.29,Male,35.36,2023-06-12
34,45,61330.87,Male,25.2,2023-04-20
32,44,36386.55,Male,125.56,2023-12-09
232,40,55987.04,Male,72.33,2023-07-30
755,32,,Female,183.32,2023-07-07
193,50,28887.32,Female,0.01,2023-07-11
515,45,,Female,115.04,2023-02-06
4,32,28666.19,FEMALE,232.73,2023-03-27
205,54,46395.12,Female,31.27,2023-11-09
540,48,41394.5,Male,83.63,2023-06-11
663,59,47403.92,Female,63.73,2023-04-18
989,31,67949.47,Female,4.87,2023-05-29
110,41,42835.14,Female,10.11,2023-05-24
603,53,55729.03,Male,,2023-03-04
78,51,43685.23,Male,32.94,2023-02-12
85,25,19428.13,Male,60.27,2023-06-15
527,65,65743.29,Female,212.88,2023-11-03
83,65,68018.21,Male,50.12,2023-01-20
255,65,53840.45,Female,10.28,2023-03-13
765,33,50511.25,Female,76.39,2023-03-04
429,30,45383.33,Male,34.88,2023-10-11
916,60,35425.79,Female,51.09,2023-02-11
524,33,55902.28,Female,12.82,2023-01-02
468,62,53650.09,Female,14.42,2023-05-12
645,45,54539.53,Male,64.78,2023-09-21
6,25,33776.78,Female,2.78,2023-04-24
406,49,44610.62,Female,0.85,2023-09-01
469,49,46381.46,Female,28.2,2023-03-28
98,58,67156.31,Male,156.5,2023-03-16
927,25,45159.8,Male,63.64,2023-12-02
360,44,60122.29,Male,22.48,2023-09-28
877,31,27816.33,Female,162.43,2023-04-05
267,20,40827.23,Female,8.28,2023-09-03
423,59,52866.49,Male,35.51,2023-07-05
463,61,77699.55,Female,106.11,2023-06-24
696,65,48524.91,Female,0.64,2023-09-27
974,66,23588.56,Female,147.95,2023-07-25
494,51,21656.89,male,3.93,2023-04-01
119,59,61354.83,Female,79.07,2023-03-29
972,18,89025.25,Female,21.04,2023-06-22
251,51,56123.79,Female,17.01,2023-04-05
343,24,43317.46,Female,174.63,2023-06-29
10,40,72199.16,Female,1.65,2023-09-13
197,30,640351.8,Female,85.93,2023-12-21
742,33,56206.99,Female,39.05,2023-09-29
82,48,45109.65,Female,34.2,2023-04-28
949,18,54611.1,FEMALE,111.36,2023-02-26
480,47,69937.29,Female,82.8,2023-08-02
626,52,34198.77,Male,275.14,2023-07-06
240,43,,Male,32.2,2023-07-06
293,69,59327.15,Male,102.93,2023-10-14
212,49,59239.03,Male,168.51,2023-03-30
901,34,82359.62,Male,86.35,2023-05-24
362,38,,Female,43.09,2023-08-25
533,54,76039.46,Female,,2023-07-24
228,66,75446.85,Female,84.87,2023-07-27
865,18,11691.18,Male,129.75,2023-12-18
363,47,52496.78,Female,55.37,2023-03-13
853,57,52230.01,Male,110.17,2023-07-08
955,51,46269.63,Male,27.46,2023-04-11
965,64,42070.75,male,100.15,2023-08-04
366,64,86829.5,Female,12.69,2023-09-25
771,25,20093.97,Male,25.95,2023-03-04
860,43,50045.69,Female,0.7,2023-05-18
372,52,67835.25,Female,110.3,2023-05-19
8,56,63224.6,Female,34.37,2023-07-02
156,30,51099.77,Female,23.09,2023-03-25
546,62,51800.47,Female,138.48,2023-10-05
808,35,17706.64,Male,92.28,2023-09-29
486,54,77014.11,Male,23.24,2023-01-25
585,43,30579.78,Female,11.98,2023-07-16
786,37,36441.39,Male,146.3,2023-09-27
571,27,57410.45,Female,85.42,2023-09-19
478,67,56715.63,Female,126.48,2023-12-06
583,40,44563.39,Male,9.89,2023-03-01
943,35,34327.86,Male,14.57,2023-03-01
698,18,33446.16,Male,66.51,2023-01-18
833,55,50155.29,Male,84.78,2023-01-05
535,27,40228.73,Male,50.49,2023-04-04
588,43,55197.56,Female,143.58,2023-08-05
715,36,,Male,78.22,2023-09-05
452,39,17017.91,Male,61.0,2023-06-01
457,32,53657.01,Female,23.24,2023-09-28
229,19,53165.26,Male,24.77,2023-07-20
860,43,50045.69,Female,0.7,2023-05-18
750,35,29452.96,Male,1.55,2023-12-30
213,49,,Female,33.16,2023-06-25
80,53,81131.01,Male,15.9,2023-09-25
149,56,24613.03,Male,110.77,2023-09-08
303,58,58396.86,Female,0.09,2023-07-24
666,48,28399.24,FEMALE,7.84,2023-01-06
329,35,47196.93,Male,31.86,2023-08-09
670,46,17699.15,Female,150.19,2023-09-28
345,34,736935.8,Male,44.44,2023-12-30
712,44,54796.73,Male,43.0,2023-01-30
508,43,50403.29,Male,25.26,2023-07-22
134,61,51938.32,Male,46.81,2023-10-03
555,44,31613.52,Male,90.89,2023-07-28
312,41,30848.77,Male,42.87,2023-11-24
759,33,44313.08,Male,74.53,2023-11-11
500,18,56381.86,Female,0.1,2023-05-31
1,56,25903.31,Male,46.53,2023-07-06
317,53,50424.78,Female,19.82,2023-09-26
714,43,56607.12,Male,65.33,2023-08-25
552,66,59707.94,Male,268.86,2023-07-10
804,62,30031.51,Female,,2023-11-22
537,53,45194.79,Female,32.26,2023-08-11
746,53,,Male,4.63,2023-07-06
846,18,47838.69,Female,16.17,2023-04-05
173,30,88600.4,Female,61.71,2023-01-28
126,29,31330.18,Male,10.79,2023-08-27
990,68,40853.26,Female,6.98,2023-04-14
424,43,,Male,176.39,2023-09-09
809,49,55828.68,Female,50.64,2023-05-26
912,51,52048.03,Male,61.35,2023-10-23
91,62,54903.91,Male,,2023-01-13
948,23,45847.8,Female,75.42,2023-06-08
182,23,41848.63,Female,51.4,2023-08-11
275,57,57399.77,Female,9.3,2023-07-04
904,21,54489.39,Male,75.86,2023-01-30
70,19,47664.84,Male,146.74,2023-04-14
292,65,64588.32,Male,1.2,2023-05-07
132,54,33117.66,Female,66.56,2023-04-05
301,49,55702.97,Female,29.95,2023-04-24
933,49,40347.23,Female,44.96,2023-03-14
327,35,68836.34,Female,230.34,2023-01-13
145,18,35155.93,Female,51.75,2023-03-12
498,57,61406.22,Male,25.36,2023-08-02
678,61,45127.53,Male,20.43,2023-04-16
951,58,62907.1,Male,82.52,2023-07-13
136,39,60886.5,Female,36.64,2023-11-05
782,44,36189.9,Female,27.69,2023-06-24
165,54,9546.7,Male,270.36,2023-04-20
29,61,54056.85,Male,56.48,2023-10-03
961,26,52715.32,Male,21.52,2023-04-20
194,18,38332.75,Male,50.1,2023-09-23
962,43,30547.52,Male,75.92,2023-11-30
644,24,32804.82,Female,242.13,2023-02-14
170,60,66898.48,Male,153.66,2023-03-01
986,19,55920.07,Female,130.45,2023-12-31
141,54,78230.37,Female,115.6,2023-10-25
174,49,50888.28,FEMALE,68.62,2023-02-18
7,38,75307.12,Female,2.2,2023-12-22
897,32,40915.77,Male,32.3,2023-07-14
482,34,60635.06,Female,74.42,2023-09-10
74,46,43821.85,Male,277.39,2023-04-03
690,22,54217.87,Male,96.59,2023-09-24
584,34,33204.95,Female,140.33,2023-01-06
239,61,54617.03,Female,16.4,2023-07-15
146,22,48113.2,Female,24.92,2023-12-30
800,19,47712.95,Male,78.38,2023-11-07
235,50,51713.41,Male,,2023-08-15
221,56,39434.84,Male,0.31,2023-02-01
479,59,59640.84,male,28.26,2023-04-26
719,30,51878.37,Female,114.47,2023-11-10
133,52,86686.28,Male,6.49,2023-08-10
522,22,40295.95,Female,55.04,2023-02-28
985,41,75048.57,Female,,2023-05-31
186,61,72559.89,Female,48.06,2023-10-05
42,54,58558.98,Female,29.86,2023-09-25
617,41,63744.92,Female,77.92,2023-12-21
109,25,51073.49,Male,82.56,2023-04-26
595,21,26651.27,Male,165.58,2023-08-30
57,45,65094.39,Female,45.18,2023-10-04
409,40,62307.23,Female,182.44,2023-08-06
446,49,55658.18,Female,2.78,2023-03-14
568,18,70701.37,Female,246.06,2023-06-15
869,47,32448.3,Male,42.01,2023-09-02
25,38,41114.09,Male,34.09,2023-06-20
421,56,50431.17,Female,8.83,2023-07-07
450,42,78217.36,Female,23.24,2023-07-30
536,22,42741.71,Male,49.78,2023-04-13
779,54,58374.9,Male,25.75,2023-10-11
661,56,47749.17,Male,26.27,2023-12-16
935,44,50855.2,Female,22.12,2023-12-12
339,38,42240.67,Male,34.39,2023-12-03
52,67,31834.76,Male,58.98,2023-06-04
716,56,,Female,5.92,2023-01-25
520,63,63869.51,Male,75.73,2023-07-16
929,57,69922.91,Male,153.96,2023-06-09
639,29,66582.89,Female,16.09,2023-10-07
265,36,52801.5,FEMALE,32.1,2023-05-11
542,36,82134.06,Male,43.36,2023-01-31
718,62,70462.11,Female,127.62,2023-07-25
689,19,61383.93,Male,6.8,2023-09-04
590,43,57155.61,Female,111.51,2023-10-30
523,29,60473.35,Male,86.49,2023-08-28
451,39,28279.79,Male,210.35,2023-11-19
19,19,63892.66,Male,64.66,2023-12-05
723,45,50732.9,Female,,2023-11-30
487,43,49397.63,Male,38.76,2023-10-04
573,61,41745.42,Female,55.34,2023-01-14
437,33,433035.0,Male,58.12,2023-03-17
368,22,42035.05,Male,16.43,2023-04-17
84,32,43878.87,Male,47.45,2023-08-10
62,64,71623.53,Female,89.65,2023-07-01
441,40,51994.55,Male,14.89,2023-01-25
273,58,35759.02,Male,28.81,2023-03-13
286,47,,Male,26.16,2023-12-15
361,51,33159.17,Female,115.14,2023-05-20
355,55,73257.51,Female,52.8,2023-11-27
653,52,46337.65,Male,73.19,2023-05-26
279,18,41365.43,Male,52.99,2023-04-09
13,41,72846.86,Male,23.9,2023-01-03
183,45,39307.31,Female,10.79,2023-12-04
369,65,40652.89,Female,3.59,2023-08-20
496,65,13641.81,Male,17.94,2023-05-29
622,66,47906.16,Male,7.48,2023-05-08
224,66,59090.15,Female,76.84,2023-08-06
811,66,49908.94,Male,6.11,2023-01-30
706,53,46630.5,Male,0.97,2023-05-05
507,29,46685.54,Male,38.45,2023-07-19
550,33,24971.24,Male,29.65,2023-11-17
589,27,49296.19,Male,78.18,2023-01-26
738,49,82177.24,Female,42.4,2023-05-01
177,39,52971.27,Female,19.39,2023-02-05
741,38,,Female,85.56,2023-11-27
634,39,55474.42,Male,85.35,2023-07-13
592,68,30755.12,Male,68.63,2023-01-20
591,51,51152.33,Female,20.18,2023-01-05
394,40,76918.37,Male,265.0,2023-04-14
164,47,45909.15,Male,71.61,2023-12-26
249,22,52937.68,Male,44.74,2023-12-12
708,48,35474.83,Female,,2023-03-10
894,55,46860.14,Female,30.21,2023-11-27
676,26,83786.54,Male,1.09,2023-04-22
376,45,57071.23,Male,15.35,2023-09-30
413,19,70732.38,Female,27.17,2023-02-27
75,35,42685.91,Male,46.24,2023-05-22
114,25,42349.75,Male,22.87,2023-02-14
579,19,61575.48,Female,13.83,2023-09-26
939,68,58074.44,Female,16.94,2023-08-14
391,69,29310.21,Male,201.4,2023-05-29
105,26,43109.59,Male,1.35,2023-10-23
115,52,45951.88,Male,16.56,2023-08-27
418,26,37745.96,Male,2.07,2023-04-15
594,24,,Female,125.21,2023-02-28
458,60,41538.82,male,30.48,2023-06-12
410,19,57609.11,Female,18.18,2023-06-26
93,64,62441.08,Female,15.66,2023-10-20
569,50,40616.56,Female,40.3,2023-12-03
90,33,75146.56,Male,101.23,2023-04-04
337,50,51234.26,Male,116.67,2023-04-22
999,35,60835.72,Male,37.08,2023-07-18
930,21,,Female,60.53,2023-03-30
942,22,37411.85,Male,49.52,2023-02-08
612,53,50779.19,Male,28.29,2023-05-25
600,53,44761.13,Female,23.74,2023-01-13
618,40,55197.33,Male,70.03,2023-10-15
95,43,53534.22,Female,134.67,2023-11-18
12,28,37080.74,Female,42.94,2023-12-21
397,35,49753.66,FEMALE,45.36,2023-06-05
874,32,11134.37,Male,5.51,2023-01-04
44,24,22926.77,Female,10.49,2023-09-03
43,68,38551.11,Female,60.8,2023-02-19
330,19,43404.03,Male,17.88,2023-08-26
168,62,60443.1,Male,73.05,2023-12-16
501,33,35495.36,Female,91.48,2023-07-11
885,67,,male,73.15,2023-07-18
604,27,56450.62,Female,28.46,2023-08-27
893,69,72067.55,Female,17.4,2023-06-20
101,62,59491.73,Female,41.63,2023-05-30
427,42,59682.26,Male,100.19,2023-12-26
179,19,41395.07,male,121.03,2023-10-09
445,19,41616.17,Male,17.47,2023-04-28
417,50,68097.63,Female,39.19,2023-10-15
654,29,64461.31,Female,21.78,2023-07-16
891,68,29421.48,Female,57.32,2023-10-23
665,31,33555.87,Female,205.27,2023-04-03
178,45,47834.59,Male,87.61,2023-04-11
396,20,53356.82,Female,12.34,2023-12-25
683,30,65338.56,Male,,2023-10-24
802,47,64350.53,Female,82.88,2023-05-28
971,53,53611.3,Male,2.22,2023-02-05
981,43,46864.65,Female,153.32,2023-05-28
384,41,44184.48,Female,63.02,2023-11-06
967,60,68574.25,Male,6.48,2023-05-08
619,49,64970.15,Male,15.53,2023-06-13
258,26,65215.55,Female,26.55,2023-06-09
336,21,63344.46,Male,11.13,2023-05-29
16,41,47144.92,Female,218.52,2023-12-07
636,36,49135.72,Female,29.78,2023-09-16
325,42,53332.01,Female,332.34,2023-10-13
766,25,38450.4,Male,149.41,2023-01-12
223,20,26650.56,Female,,2023-05-28
180,59,41797.12,Male,114.06,2023-03-27
994,40,59724.21,Female,115.03,2023-07-17
522,22,40295.95,Female,55.04,2023-02-28
23,55,40240.36,Female,227.34,2023-01-29
357,68,64764.84,Male,48.6,2023-07-27
680,55,84364.14,male,221.21,2023-10-26
870,34,22970.29,Female,14.19,2023-04-17
341,37,84483.47,Female,21.07,2023-05-23
432,62,73661.8,Female,211.01,2023-10-23
803,67,38210.16,Male,18.26,2023-10-08
842,38,,Female,8.73,2023-03-18
204,26,60694.98,Male,7.52,2023-08-11
637,66,53016.49,Female,35.48,2023-09-03
94,41,16832.97,Female,8.1,2023-08-18
807,18,33449.5,Male,88.79,2023-08-12
69,21,51298.85,Female,22.59,2023-05-23
629,34,47139.76,Male,13.84,2023-07-09
285,48,,Female,79.22,2023-10-14
886,51,36000.98,Female,5.39,2023-04-16
435,25,59118.45,Male,108.43,2023-05-17
154,43,25177.15,Female,24.5,2023-02-21
76,43,43511.63,Male,139.42,2023-04-22
738,49,82177.24,Female,42.4,2023-05-01
447,40,73482.86,Female,2.57,2023-10-09
189,28,68691.28,Female,69.51,2023-01-11
272,69,65804.63,Male,33.36,2023-09-04
237,36,44545.82,Female,39.68,2023-01-18
488,40,28538.37,Male,2.68,2023-03-11
118,22,55659.51,Female,429.02,2023-08-03
827,23,66288.43,Male,67.05,2023-12-01
513,46,34975.7,Female,32.45,2023-06-30
558,29,65706.47,Male,48.0,2023-04-09
598,28,62753.33,Male,3.73,2023-09-06
127,51,23319.2,Male,98.01,2023-08-11
117,50,43335.6,Male,0.62,2023-06-30
474,57,66759.44,Female,197.86,2023-03-30
966,47,58795.46,Male,14.55,2023-06-11
58,64,41346.62,Female,54.82,2023-05-13
681,24,29156.41,male,35.65,2023-04-06
921,64,67785.56,Female,13.03,2023-01-22
370,36,41667.84,Male,129.9,2023-02-11
269,37,36151.5,Male,21.8,2023-07-27
47,56,53895.84,Female,46.98,2023-06-15
350,39,36220.22,Male,0.55,2023-05-17
196,69,76284.06,Female,22.62,2023-08-26
137,44,57215.14,Male,36.59,2023-04-29
843,31,50967.12,Female,28.79,2023-10-25
744,28,48052.69,Male,73.35,2023-08-31
264,53,39113.84,Male,23.72,2023-08-10
444,51,27152.2,Female,49.36,2023-09-07
810,64,87394.99,Male,,2023-12-22
305,36,62508.83,Female,72.78,2023-09-30
342,25,,FEMALE,29.64,2023-07-20
605,54,65454.25,Male,92.36,2023-12-03
977,32,69346.29,Male,2.78,2023-12-22
150,44,72943.25,Male,85.95,2023-10-03
125,25,38393.16,Male,94.42,2023-08-22
794,23,52125.75,FEMALE,127.37,2023-10-02
831,48,70853.11,Female,54.49,2023-02-19
51,31,49008.8,Female,68.36,2023-07-08
354,55,,Male,221.8,2023-08-15
936,46,54028.88,Female,15.82,2023-07-20
143,31,73897.8,Male,5.25,2023-01-11
471,47,31226.91,Male,16.24,2023-07-02
400,48,42036.97,Male,,2023-05-27
632,65,57435.23,Male,36.18,2023-12-18
321,52,51441.81,Female,4.17,2023-09-29
20,41,78641.25,Female,122.69,2023-01-25
818,66,54825.47,FEMALE,17.6,2023-12-22
801,27,60621.63,Male,13.83,2023-10-12
817,44,,Female,7.79,2023-08-09
408,39,66630.55,Male,30.92,2023-08-02
538,51,56362.49,Male,189.14,2023-07-05
627,58,40643.47,Female,4.89,2023-07-27
39,61,24958.92,Male,22.05,2023-11-11
176,68,49638.12,Female,80.34,2023-01-13
246,34,55213.73,Female,132.96,2023-08-17
837,54,40857.32,Male,143.1,2023-06-14
674,64,65147.26,Female,79.78,2023-07-31
762,29,34778.65,Male,12.24,2023-03-13
867,22,29496.82,Male,28.41,2023-01-16
155,59,62347.56,Male,18.51,2023-09-28
288,52,77186.73,Female,103.77,2023-11-21
821,51,47375.6,Female,19.71,2023-11-25
570,57,55937.05,Female,18.75,2023-03-19
751,64,48675.77,Male,25.07,2023-08-27
18,39,29258.0,FEMALE,153.5,2023-05-18
128,50,72440.66,Male,102.55,2023-04-29
323,42,43482.56,Male,200.19,2023-09-03
256,33,64740.36,Male,73.82,2023-10-08
775,25,75088.59,Female,30.9,2023-11-21
975,52,61300.12,Female,19.52,2023-05-07
191,42,44859.69,Male,96.66,2023-04-06
116,52,35318.54,Male,220.99,2023-06-04
